0.111805, -1.86184, 0.325471, 8.6, 0.9, 3.5, 4, 2.3, 8.5, 5.2, 1.5, 1.8, 6.6, 7.9, 2.5, 
-3.57289, -1.05477, -7.21774, 4.3, 0.6, 1, 8.4, 7.3, 3.4, 5.8, 7.3, 9.8, 3.3, 6.8, 5.6, 
-9.23164, -0.826579, 7.73776, 0.6, 8.9, 4.6, 6.5, 9.9, 1, 5.6, 2.2, 4.1, 7.4, 5.5, 4, 
-5.63403, -0.653278, 7.47651, 0.8, 7.7, 2.3, 9.6, 6.2, 8.4, 3, 8.1, 1.8, 9.3, 5.9, 1.9, 
-0.548686, -0.913118, 0.203004, 6.9, 2.5, 3.7, 7, 3.8, 8.1, 5.4, 7.8, 3.9, 5.3, 6.9, 0.8, 
0.562928, 1.28471, 0.657996, 2, 4.7, 6.3, 2.8, 6.5, 5.5, 6.2, 1.8, 4.2, 6.6, 3.1, 8.1, 
-1.30333, 0.77601, 2.35397, 0.6, 7.9, 6.1, 5, 6.5, 7.5, 6, 5.8, 6.9, 6.2, 4.2, 3, 
-0.923993, 0.234232, 1.37696, 3.2, 6.7, 3.5, 7.6, 6.5, 8.9, 6.9, 6.2, 4.2, 5.6, 7.2, 4.1, 
-0.453486, -0.249126, 0.184, 7.2, 2, 8.6, 1.5, 3.4, 6.5, 3.7, 7.9, 4.8, 8.5, 8, 4.9, 
0.71554, -0.206258, 0.707308, 6.2, 4.6, 1.6, 2.1, 3.1, 6.8, 6.2, 0.6, 6.5, 6.5, 1.6, 2.5, 
-1.05036, 1.15606, 0.254007, 3.4, 6.2, 3.5, 1.3, 7.5, 3.1, 2.7, 6.7, 5.9, 2.3, 4.9, 4.2, 
-0.768277, 0.55255, 0.310128, 2.2, 3.6, 5.5, 5.8, 3.4, 1.3, 6.4, 5.5, 8.2, 4.6, 3.8, 2, 
-0.046074, 1.00336, 1.27527, 3.9, 8.7, 3.9, 6.3, 6.5, 8.4, 0.8, 0.7, 6.2, 4.9, 5.4, 6.5, 
0.270757, 0.206809, -0.0328055, 5.9, 3.3, 5.4, 5.2, 0.6, 1.6, 3.9, 7.7, 5.2, 3.8, 1.6, 2.6, 
0.437322, -0.269897, -0.112063, 8.7, 2.6, 6.9, 4.5, 3.3, 8.8, 4.5, 8.4, 9.1, 0.7, 3.6, 2.5, 
-1.45032, -0.790023, -3.45026, 6.2, 0.5, 0.5, 7.5, 8.5, 3.1, 5.8, 2.9, 1.8, 8.5, 6.1, 6.2, 
-0.0161474, 0.59161, -0.446248, 7.7, 5.6, 3.7, 5.3, 5.6, 3, 4.1, 4.1, 2.3, 2.5, 1.3, 3.4, 
1.25061, 0.926526, -0.473512, 6.4, 3.4, 7.2, 4.3, 2.7, 1.4, 5.1, 8.2, 7.9, 2.5, 0.7, 8.5, 
-2.00089, -1.3069, -6.61312, 7.7, 0.6, 2.3, 7.6, 3.1, 3.9, 2.5, 9.1, 8.5, 5.9, 1.4, 6.3, 
-3.12286, -0.905141, -9.53564, 6.8, 3.3, 3.1, 3.5, 7.4, 1.1, 5.9, 3.9, 6.6, 3.6, 1.6, 9.5, 
-0.860713, -0.92346, -0.773479, 6.2, 1.1, 1.2, 7.1, 3.1, 2.9, 1.2, 2.8, 4.5, 8.5, 7.7, 2.6, 
-2.66578, -1.2604, -6.70654, 9.7, 1.8, 3.5, 5.8, 3.5, 2.7, 6.3, 7.9, 8.1, 2.8, 2.6, 5.9, 
8.99524, -1.2127, 1.93087, 2.3, 2.9, 8.5, 4.3, 4, 9.1, 3.6, 3.8, 1.8, 1.6, 0.6, 8.2, 
-0.190658, -0.248127, -0.502612, 9, 2.6, 9.1, 6.7, 1.8, 2.7, 5.2, 4.9, 8.5, 3.5, 9, 5.9, 
0.161341, 1.21932, 0.91086, 3.4, 6.5, 6.4, 2.3, 2.4, 1, 5.4, 5.1, 5, 0.7, 0.6, 3.4, 
