-4.85486, -0.993401, 5.89359, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-4.47433, -1.28328, 6.31588, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1
-4.12033, -1.59903, 6.63662, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1
-5.28764, -0.737728, 5.44444, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1
-4.90034, -0.940708, 5.89614, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1
-4.5676, -1.20966, 6.30306, 1, 1, 1, 1, 4, 7, 1, 1, 1, 1, 1, 1, 1
-5.76035, -0.583826, 4.84859, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1
-5.44993, -0.69714, 5.35645, 1, 1, 1, 1, 7, 4, 1, 1, 1, 1, 1, 1, 1
-4.81098, -1.04933, 5.80509, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1
-4.45233, -1.34645, 6.24825, 1, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1
-4.1074, -1.66287, 6.55531, 1, 1, 1, 4, 1, 7, 1, 1, 1, 1, 1, 1, 1
-5.32832, -0.815297, 5.32448, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1
-4.9093, -1.00649, 5.80762, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1
-4.55288, -1.2624, 6.21895, 1, 1, 1, 4, 4, 7, 1, 1, 1, 1, 1, 1, 1
-5.77689, -0.67056, 4.67875, 1, 1, 1, 4, 7, 1, 1, 1, 1, 1, 1, 1, 1
-5.49513, -0.769618, 5.20365, 1, 1, 1, 4, 7, 4, 1, 1, 1, 1, 1, 1, 1
-5.19423, -0.975353, 5.75791, 1, 1, 1, 4, 7, 7, 1, 1, 1, 1, 1, 1, 1
-4.81764, -1.11435, 5.72804, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1
-4.4539, -1.40682, 6.16143, 1, 1, 1, 7, 1, 4, 1, 1, 1, 1, 1, 1, 1
-4.08804, -1.71629, 6.45691, 1, 1, 1, 7, 1, 7, 1, 1, 1, 1, 1, 1, 1
-5.36396, -0.891946, 5.20039, 1, 1, 1, 7, 4, 1, 1, 1, 1, 1, 1, 1, 1
-4.94819, -1.07368, 5.70984, 1, 1, 1, 7, 4, 4, 1, 1, 1, 1, 1, 1, 1
-4.5734, -1.3158, 6.11036, 1, 1, 1, 7, 4, 7, 1, 1, 1, 1, 1, 1, 1
-5.81936, -0.75587, 4.51627, 1, 1, 1, 7, 7, 1, 1, 1, 1, 1, 1, 1, 1
-5.53785, -0.842523, 5.05593, 1, 1, 1, 7, 7, 4, 1, 1, 1, 1, 1, 1, 1
-5.18263, -0.991912, 5.60216, 1, 1, 1, 7, 7, 7, 1, 1, 1, 1, 1, 1, 1
-4.88921, -0.920208, 5.97118, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
-4.50246, -1.20431, 6.3986, 1, 1, 4, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1
-3.99939, -1.51318, 6.75664, 1, 1, 4, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1
-5.26331, -0.662536, 5.56623, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1
