0.797371, 0.13946, 0.968076, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 1, 0.9, 7.2, 4.5, 1.2, 6.4, 4.8, 7.2, 6.5, 7, 4.6, 6.8, 
-1.60909, -0.0577146, -0.418306, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 6.5, 5.6, 1.8, 7.3, 6.6, 2.2, 4.8, 5.9, 5.2, 7.4, 7.7, 2.5, 
2.11204, 0.292119, 1.04919, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 5.4, 6.1, 2.4, 2.5, 2.2, 7.8, 2.6, 7.2, 7.2, 3.3, 0.8, 6.3, 
-1.4786, -0.0293095, -0.835084, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 8, 6.1, 1.7, 7, 6.6, 0.8, 4.4, 2.9, 5.4, 7.4, 4.9, 1.1, 
-2.61901, -0.503238, -8.80163, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 4.8, 1.5, 2.4, 2.7, 6.6, 2.3, 4.4, 7.2, 1.8, 2, 3.3, 6.8, 
0.129058, -0.275435, 0.547743, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 1.3, 1, 0.8, 7.3, 3.2, 7.8, 5.4, 7.2, 3.3, 3.2, 7.7, 6.2, 
0.910828, 0.288032, 0.78435, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 1.9, 2.1, 4.1, 3.4, 2.8, 7.8, 1.1, 7.2, 3.1, 5.9, 2.4, 6.8, 
-0.984529, 0.0708598, -1.88252, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 8.4, 4, 6.9, 6, 6.6, 2, 5.9, 5.7, 7.2, 2, 4.3, 2.8, 
-0.349067, 0.868309, -0.98222, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 3.3, 2.3, 7.2, 7.1, 6.6, 1, 7.4, 7.2, 2.3, 7.2, 3, 6.8, 
0.209829, -0.161726, 1.20369, 4.70142, 1.19801, -5.53361, -3.71858, 1.19801, 1.96639, 13.1214, 1.19801, 1.96639, -3.71858, 1.19801, -13.0336, 13.1214, 1.19801, -13.0336, 4.70142, 8.69801, -13.9536, 4.70142, 8.69801, 2.88639, 4.70142, -6.30199, -13.9536, 4.70142, -6.30199, 2.88639, 12.2014, -7.22199, -5.53361, 12.2014, 9.61801, -5.53361, -2.79858, -7.22199, -5.53361, 3.4, 5.3, 2.9, 7.3, 1.1, 6.3, 7.2, 7.2, 7.2, 6, 7.7, 6.2, 
